0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
2.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
3.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
4.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
5.00000000e+00 8.81592196e-11 2.34817030e-10 1.61199898e-11 1.29692384e-10 3.95396227e-10 6.44753710e-12 -9.71586520e-10 -4.13123034e-10 -1.35003509e-09 2.72192733e-10 -7.30717707e-10 -8.58789895e-10 -1.10916953e-09 -1.73465758e-10
6.00000000e+00 8.03293946e-05 2.13961852e-04 1.46882995e-05 1.18173808e-04 3.60279273e-04 5.87490173e-06 -8.85295461e-04 -3.76431680e-04 -1.23013227e-03 2.48018047e-04 -6.65819312e-04 -7.82516822e-04 -1.01065909e-03 -1.58059468e-04
7.00000000e+00 1.60658701e-04 4.27923469e-04 2.93765830e-05 2.36347486e-04 7.20558151e-04 1.17497970e-05 -1.77058995e-03 -7.52862948e-04 -2.46026320e-03 4.96035822e-04 -1.33163789e-03 -1.56503279e-03 -2.02131708e-03 -3.16118762e-04
8.00000000e+00 2.40988007e-04 6.41885086e-04 4.40648664e-05 3.54521164e-04 1.08083703e-03 1.76246923e-05 -2.65588444e-03 -1.12929422e-03 -3.69039412e-03 7.44053597e-04 -1.99745648e-03 -2.34754875e-03 -3.03197506e-03 -4.74178057e-04
9.00000000e+00 3.21317314e-04 8.55846703e-04 5.87531498e-05 4.72694842e-04 1.44111591e-03 2.34995876e-05 -3.54117893e-03 -1.50572548e-03 -4.92052504e-03 9.92071371e-04 -2.66327506e-03 -3.13006471e-03 -4.04263304e-03 -6.32237351e-04
1.00000000e+01 4.01646614e-04 1.06980834e-03 7.34414270e-05 5.90868648e-04 1.80139476e-03 2.93744758e-05 -4.42647380e-03 -1.88215647e-03 -6.15065631e-03 1.24008938e-03 -3.32909378e-03 -3.91258083e-03 -5.05329113e-03 -7.90296849e-04
1.10000000e+01 4.79020697e-04 1.29316795e-03 8.52776941e-05 7.67532043e-04 2.15263677e-03 3.20269131e-05 -5.48502599e-03 -2.12974582e-03 -7.53839115e-03 1.59665067e-03 -4.05951962e-03 -4.76725116e-03 -6.11290797e-03 -1.04079561e-03
1.20000000e+01 5.56394779e-04 1.51652756e-03 9.71139612e-05 9.44195437e-04 2.50387877e-03 3.46793503e-05 -6.54357819e-03 -2.37733517e-03 -8.92612598e-03 1.95321197e-03 -4.78994546e-03 -5.62192148e-03 -7.17252481e-03 -1.29129438e-03
1.30000000e+01 6.33768862e-04 1.73988718e-03 1.08950228e-04 1.12085883e-03 2.85512078e-03 3.73317876e-05 -7.60213038e-03 -2.62492452e-03 -1.03138608e-02 2.30977326e-03 -5.52037130e-03 -6.47659180e-03 -8.23214165e-03 -1.54179315e-03
1.40000000e+01 7.11142945e-04 1.96324679e-03 1.20786495e-04 1.29752223e-03 3.20636278e-03 3.99842249e-05 -8.66068257e-03 -2.87251387e-03 -1.17015957e-02 2.66633455e-03 -6.25079714e-03 -7.33126212e-03 -9.29175849e-03 -1.79229191e-03
1.50000000e+01 7.88517018e-04 2.18660643e-03 1.32622751e-04 1.47418572e-03 3.55760475e-03 4.26366583e-05 -9.71923516e-03 -3.12010295e-03 -1.30893308e-02 3.02289604e-03 -6.98122319e-03 -8.18593250e-03 -1.03513755e-02 -2.04279080e-03
1.60000000e+01 8.63140607e-04 2.41977505e-03 1.41041527e-04 1.67947399e-03 3.89680424e-03 4.41216282e-05 -1.08961112e-02 -3.28539667e-03 -1.45829445e-02 3.44072871e-03 -7.77672045e-03 -9.05669620e-03 -1.14636354e-02 -2.33036567e-03
