0.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
1.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
2.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
3.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
4.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
5.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
6.00000000e+00 -8.88227411e-01 1.62323213e+00 -8.88231351e-01 1.62323929e+00 -8.88206260e-01 1.62319300e+00 -8.88210200e-01 1.62320015e+00
7.00000000e+00 -8.88245831e-01 1.62323568e+00 -8.88253710e-01 1.62325000e+00 -8.88217356e-01 1.62318300e+00 -8.88225236e-01 1.62319731e+00
8.00000000e+00 -8.88264250e-01 1.62323923e+00 -8.88276070e-01 1.62326071e+00 -8.88228453e-01 1.62317300e+00 -8.88240273e-01 1.62319447e+00
9.00000000e+00 -8.88282670e-01 1.62324278e+00 -8.88298430e-01 1.62327141e+00 -8.88239550e-01 1.62316300e+00 -8.88255309e-01 1.62319163e+00
1.00000000e+01 -8.88301090e-01 1.62324633e+00 -8.88320789e-01 1.62328212e+00 -8.88250646e-01 1.62315300e+00 -8.88270346e-01 1.62318879e+00
1.10000000e+01 -8.88336158e-01 1.62325169e+00 -8.88363774e-01 1.62330181e+00 -8.88272597e-01 1.62313408e+00 -8.88300214e-01 1.62318420e+00
1.20000000e+01 -8.88371226e-01 1.62325704e+00 -8.88406758e-01 1.62332149e+00 -8.88294548e-01 1.62311517e+00 -8.88330081e-01 1.62317962e+00
1.30000000e+01 -8.88406294e-01 1.62326239e+00 -8.88449743e-01 1.62334117e+00 -8.88316499e-01 1.62309625e+00 -8.88359949e-01 1.62317504e+00
1.40000000e+01 -8.88441362e-01 1.62326774e+00 -8.88492727e-01 1.62336086e+00 -8.88338449e-01 1.62307734e+00 -8.88389816e-01 1.62317045e+00
1.50000000e+01 -8.88476430e-01 1.62327309e+00 -8.88535712e-01 1.62338054e+00 -8.88360400e-01 1.62305842e+00 -8.88419684e-01 1.62316587e+00
1.60000000e+01 -8.88526253e-01 1.62327840e+00 -8.88597515e-01 1.62340749e+00 -8.88393063e-01 1.62303199e+00 -8.88464330e-01 1.62316108e+00
1.70000000e+01 -8.88576075e-01 1.62328371e+00 -8.88659319e-01 1.62343443e+00 -8.88425726e-01 1.62300557e+00 -8.88508975e-01 1.62315630e+00
1.80000000e+01 -8.88625897e-01 1.62328902e+00 -8.88721122e-01 1.62346137e+00 -8.88458389e-01 1.62297914e+00 -8.88553621e-01 1.62315151e+00
1.90000000e+01 -8.88675720e-01 1.62329433e+00 -8.88782926e-01 1.62348832e+00 -8.88491052e-01 1.62295271e+00 -8.88598267e-01 1.62314672e+00
2.00000000e+01 -8.88725542e-01 1.62329964e+00 -8.88844729e-01 1.62351526e+00 -8.88523715e-01 1.62292629e+00 -8.88642912e-01 1.62314194e+00
2.10000000e+01 -8.88788372e-01 1.62330326e+00 -8.88923700e-01 1.62354799e+00 -8.88567015e-01 1.62289380e+00 -8.88702356e-01 1.62313856e+00
2.20000000e+01 -8.88851201e-01 1.62330688e+00 -8.89002670e-01 1.62358071e+00 -8.88610314e-01 1.62286132e+00 -8.88761800e-01 1.62313519e+00
2.30000000e+01 -8.88914030e-01 1.62331050e+00 -8.89081641e-01 1.62361343e+00 -8.88653614e-01 1.62282883e+00 -8.88821244e-01 1.62313182e+00
2.40000000e+01 -8.88976860e-01 1.62331411e+00 -8.89160611e-01 1.62364615e+00 -8.88696913e-01 1.62279635e+00 -8.88880688e-01 1.62312845e+00
2.50000000e+01 -8.89039689e-01 1.62331773e+00 -8.89239582e-01 1.62367887e+00 -8.88740213e-01 1.62276386e+00 -8.88940133e-01 1.62312508e+00
2.60000000e+01 -8.89116123e-01 1.62332021e+00 -8.89336315e-01 1.62371792e+00 -8.88794164e-01 1.62272481e+00 -8.89014391e-01 1.62312260e+00
2.70000000e+01 -8.89192556e-01 1.62332268e+00 -8.89433049e-01 1.62375696e+00 -8.88848116e-01 1.62268575e+00 -8.89088649e-01 1.62312013e+00
2.80000000e+01 -8.89268989e-01 1.62332516e+00 -8.89529782e-01 1.62379601e+00 -8.88902068e-01 1.62264669e+00 -8.89162908e-01 1.62311766e+00
2.90000000e+01 -8.89345422e-01 1.62332763e+00 -8.89626516e-01 1.62383505e+00 -8.88956019e-01 1.62260763e+00 -8.89237166e-01 1.62311518e+00
3.00000000e+01 -8.89421856e-01 1.62333011e+00 -8.89723250e-01 1.62387410e+00 -8.89009971e-01 1.62256857e+00 -8.89311425e-01 1.62311271e+00
3.10000000e+01 -8.89513111e-01 1.62333260e+00 -8.89838889e-01 1.62392050e+00 -8.89074600e-01 1.62252190e+00 -8.89400450e-01 1.62310998e+00
3.20000000e+01 -8.89604366e-01 1.62333510e+00 -8.89954528e-01 1.62396690e+00 -8.89139230e-01 1.62247524e+00 -8.89489474e-01 1.62310725e+00
3.30000000e+01 -8.89695622e-01 1.62333760e+00 -8.90070167e-01 1.62401330e+00 -8.89203860e-01 1.62242858e+00 -8.89578499e-01 1.62310452e+00
3.40000000e+01 -8.89786877e-01 1.62334009e+00 -8.90185807e-01 1.62405969e+00 -8.89268490e-01 1.62238192e+00 -8.89667524e-01 1.62310179e+00
3.50000000e+01 -8.89878132e-01 1.62334259e+00 -8.90301446e-01 1.62410609e+00 -8.89333120e-01 1.62233526e+00 -8.89756549e-01 1.62309906e+00
3.60000000e+01 -8.89984450e-01 1.62334541e+00 -8.90436156e-01 1.62415999e+00 -8.89408401e-01 1.62228082e+00 -8.89860241e-01 1.62309575e+00
3.70000000e+01 -8.90090768e-01 1.62334823e+00 -8.90570866e-01 1.62421390e+00 -8.89483683e-01 1.62222639e+00 -8.89963932e-01 1.62309244e+00
3.80000000e+01 -8.90197086e-01 1.62335105e+00 -8.90705576e-01 1.62426780e+00 -8.89558965e-01 1.62217195e+00 -8.90067624e-01 1.62308913e+00
3.90000000e+01 -8.90303404e-01 1.62335387e+00 -8.90840286e-01 1.62432170e+00 -8.89634247e-01 1.62211751e+00 -8.90171315e-01 1.62308582e+00
4.00000000e+01 -8.90409722e-01 1.62335669e+00 -8.90974997e-01 1.62437560e+00 -8.89709528e-01 1.62206308e+00 -8.90275007e-01 1.62308251e+00
4.10000000e+01 -8.90531063e-01 1.62335988e+00 -8.91128664e-01 1.62443689e+00 -8.89795418e-01 1.62200093e+00 -8.90393250e-01 1.62307854e+00
4.20000000e+01 -8.90652403e-01 1.62336307e+00 -8.91282331e-01 1.62449819e+00 -8.89881307e-01 1.62193877e+00 -8.90511492e-01 1.62307456e+00
4.30000000e+01 -8.90773743e-01 1.62336626e+00 -8.91435998e-01 1.62455949e+00 -8.89967196e-01 1.62187662e+00 -8.90629735e-01 1.62307058e+00
4.40000000e+01 -8.90895083e-01 1.62336944e+00 -8.91589666e-01 1.62462078e+00 -8.90053086e-01 1.62181447e+00 -8.90747978e-01 1.62306660e+00
4.50000000e+01 -8.91016423e-01 1.62337263e+00 -8.91743333e-01 1.62468208e+00 -8.90138975e-01 1.62175232e+00 -8.90866221e-01 1.62306263e+00
4.60000000e+01 -8.91152664e-01 1.62337616e+00 -8.91915765e-01 1.62475058e+00 -8.90235419e-01 1.62168257e+00 -8.90998893e-01 1.62305796e+00
4.70000000e+01 -8.91288905e-01 1.62337968e+00 -8.92088197e-01 1.62481909e+00 -8.90331863e-01 1.62161282e+00 -8.91131566e-01 1.62305328e+00
4.80000000e+01 -8.91425145e-01 1.62338320e+00 -8.92260629e-01 1.62488760e+00 -8.90428307e-01 1.62154306e+00 -8.91264238e-01 1.62304861e+00
4.90000000e+01 -8.91561386e-01 1.62338672e+00 -8.92433061e-01 1.62495610e+00 -8.90524751e-01 1.62147331e+00 -8.91396911e-01 1.62304394e+00
5.00000000e+01 -8.91697627e-01 1.62339025e+00 -8.92605494e-01 1.62502461e+00 -8.90621195e-01 1.62140356e+00 -8.91529584e-01 1.62303927e+00
5.10000000e+01 -8.91848654e-01 1.62339407e+00 -8.92796508e-01 1.62510014e+00 -8.90728135e-01 1.62132631e+00 -8.91676562e-01 1.62303386e+00
5.20000000e+01 -8.91999681e-01 1.62339789e+00 -8.92987522e-01 1.62517568e+00 -8.90835076e-01 1.62124905e+00 -8.91823541e-01 1.62302845e+00
5.30000000e+01 -8.92150707e-01 1.62340171e+00 -8.93178536e-01 1.62525122e+00 -8.90942017e-01 1.62117180e+00 -8.91970520e-01 1.62302304e+00
5.40000000e+01 -8.92301734e-01 1.62340553e+00 -8.93369550e-01 1.62532675e+00 -8.91048958e-01 1.62109454e+00 -8.92117499e-01 1.62301763e+00
5.50000000e+01 -8.92452761e-01 1.62340935e+00 -8.93560564e-01 1.62540229e+00 -8.91155899e-01 1.62101729e+00 -8.92264478e-01 1.62301223e+00
5.60000000e+01 -8.92618475e-01 1.62341345e+00 -8.93769995e-01 1.62548468e+00 -8.91273274e-01 1.62093260e+00 -8.92425637e-01 1.62300601e+00
5.70000000e+01 -8.92784190e-01 1.62341755e+00 -8.93979425e-01 1.62556708e+00 -8.91390650e-01 1.62084792e+00 -8.92586796e-01 1.62299980e+00
5.80000000e+01 -8.92949905e-01 1.62342164e+00 -8.94188856e-01 1.62564947e+00 -8.91508026e-01 1.62076323e+00 -8.92747955e-01 1.62299359e+00
5.90000000e+01 -8.93115619e-01 1.62342574e+00 -8.94398287e-01 1.62573187e+00 -8.91625402e-01 1.62067855e+00 -8.92909114e-01 1.62298738e+00
6.00000000e+01 -8.93281334e-01 1.62342984e+00 -8.94607717e-01 1.62581427e+00 -8.91742777e-01 1.62059386e+00 -8.93070273e-01 1.62298117e+00
6.10000000e+01 -8.93461642e-01 1.62343419e+00 -8.94835404e-01 1.62590335e+00 -8.91870522e-01 1.62050181e+00 -8.93245482e-01 1.62297407e+00
6.20000000e+01 -8.93641951e-01 1.62343854e+00 -8.95063091e-01 1.62599244e+00 -8.91998267e-01 1.62040975e+00 -8.93420692e-01 1.62296698e+00
6.30000000e+01 -8.93822260e-01 1.62344289e+00 -8.95290778e-01 1.62608152e+00 -8.92126012e-01 1.62031770e+00 -8.93595902e-01 1.62295989e+00
