0.00000000e+00 -5.11877977e-20 1.68530094e-02 -1.00379126e-01 3.72309407e-06 -8.21859697e-19 7.46926022e-19 1.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
1.00000000e+00 -5.11877977e-20 1.68530094e-02 -1.00379126e-01 3.72309407e-06 -8.21859697e-19 7.46926022e-19 1.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
2.00000000e+00 -5.11877977e-20 1.68530094e-02 -1.00379126e-01 3.72309407e-06 -8.21859697e-19 7.46926022e-19 1.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
3.00000000e+00 -5.11877977e-20 1.68530094e-02 -1.00379126e-01 3.72309407e-06 -8.21859697e-19 7.46926022e-19 1.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
4.00000000e+00 -5.11877977e-20 1.68530094e-02 -1.00379126e-01 3.72309407e-06 -8.21859697e-19 7.46926022e-19 1.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
5.00000000e+00 4.40796324e-13 1.68530094e-02 -1.00379126e-01 3.72309440e-06 9.88489686e-13 1.61232699e-14 1.00000000e+00 -8.88208991e-01 1.62322858e+00 -8.88208991e-01 1.62322858e+00 -8.88195163e-01 1.62320300e+00 -8.88195163e-01 1.62320300e+00
6.00000000e+00 4.01647225e-07 1.68540792e-02 -1.00379052e-01 4.01852859e-06 9.00698128e-07 1.46906077e-08 1.00000000e+00 -8.88213418e-01 1.62322670e+00 -8.88215142e-01 1.62322982e+00 -8.88198492e-01 1.62319908e+00 -8.88200216e-01 1.62320221e+00
7.00000000e+00 8.03294009e-07 1.68551490e-02 -1.00378979e-01 4.31396279e-06 1.80139527e-06 2.93811993e-08 1.00000000e+00 -8.88217844e-01 1.62322482e+00 -8.88221293e-01 1.62323106e+00 -8.88201821e-01 1.62319517e+00 -8.88205270e-01 1.62320142e+00
8.00000000e+00 1.20494079e-06 1.68562188e-02 -1.00378905e-01 4.60939698e-06 2.70209241e-06 4.40717909e-08 1.00000000e+00 -8.88222271e-01 1.62322294e+00 -8.88227443e-01 1.62323230e+00 -8.88205150e-01 1.62319126e+00 -8.88210323e-01 1.62320063e+00
9.00000000e+00 1.60658758e-06 1.68572886e-02 -1.00378832e-01 4.90483118e-06 3.60278955e-06 5.87623825e-08 1.00000000e+00 -8.88226697e-01 1.62322106e+00 -8.88233594e-01 1.62323354e+00 -8.88208479e-01 1.62318735e+00 -8.88215376e-01 1.62319984e+00
1.00000000e+01 2.00823521e-06 1.68583584e-02 -1.00378758e-01 5.20026634e-06 4.50348861e-06 7.34529886e-08 1.00000000e+00 -8.88231124e-01 1.62321917e+00 -8.88239745e-01 1.62323478e+00 -8.88211808e-01 1.62318343e+00 -8.88220429e-01 1.62319905e+00
1.10000000e+01 2.79675398e-06 1.68605450e-02 -1.00378626e-01 5.93735899e-06 6.28229077e-06 9.47772508e-08 1.00000000e+00 -8.88240843e-01 1.62321605e+00 -8.88252834e-01 1.62323781e+00 -8.88218790e-01 1.62317525e+00 -8.88230781e-01 1.62319700e+00
1.20000000e+01 3.58527275e-06 1.68627316e-02 -1.00378493e-01 6.67445164e-06 8.06109292e-06 1.16101513e-07 1.00000000e+00 -8.88250562e-01 1.62321293e+00 -8.88265923e-01 1.62324083e+00 -8.88225771e-01 1.62316706e+00 -8.88241132e-01 1.62319496e+00
1.30000000e+01 4.37379151e-06 1.68649182e-02 -1.00378360e-01 7.41154428e-06 9.83989507e-06 1.37425775e-07 1.00000000e+00 -8.88260281e-01 1.62320981e+00 -8.88279013e-01 1.62324385e+00 -8.88232752e-01 1.62315888e+00 -8.88251484e-01 1.62319292e+00
1.40000000e+01 5.16231028e-06 1.68671048e-02 -1.00378228e-01 8.14863693e-06 1.16186972e-05 1.58750037e-07 1.00000000e+00 -8.88270001e-01 1.62320669e+00 -8.88292102e-01 1.62324688e+00 -8.88239733e-01 1.62315069e+00 -8.88261835e-01 1.62319087e+00
1.50000000e+01 5.95083028e-06 1.68692915e-02 -1.00378095e-01 8.88573128e-06 1.33975022e-05 1.80074312e-07 1.00000000e+00 -8.88279720e-01 1.62320357e+00 -8.88305191e-01 1.62324990e+00 -8.88246715e-01 1.62314250e+00 -8.88272186e-01 1.62318883e+00
1.60000000e+01 7.11247053e-06 1.68726439e-02 -1.00377920e-01 1.01360445e-05 1.60243031e-05 2.05111658e-07 1.00000000e+00 -8.88295323e-01 1.62319963e+00 -8.88325749e-01 1.62325501e+00 -8.88257673e-01 1.62312996e+00 -8.88288099e-01 1.62318535e+00
1.70000000e+01 8.27411078e-06 1.68759963e-02 -1.00377746e-01 1.13863578e-05 1.86511041e-05 2.30149004e-07 1.00000000e+00 -8.88310927e-01 1.62319568e+00 -8.88346306e-01 1.62326012e+00 -8.88268632e-01 1.62311742e+00 -8.88304012e-01 1.62318187e+00
1.80000000e+01 9.43575102e-06 1.68793488e-02 -1.00377571e-01 1.26366710e-05 2.12779050e-05 2.55186351e-07 1.00000000e+00 -8.88326531e-01 1.62319173e+00 -8.88366863e-01 1.62326523e+00 -8.88279591e-01 1.62310488e+00 -8.88319924e-01 1.62317839e+00
1.90000000e+01 1.05973913e-05 1.68827012e-02 -1.00377396e-01 1.38869843e-05 2.39047060e-05 2.80223697e-07 1.00000000e+00 -8.88342134e-01 1.62318779e+00 -8.88387421e-01 1.62327035e+00 -8.88290549e-01 1.62309234e+00 -8.88335837e-01 1.62317491e+00
2.00000000e+01 1.17590331e-05 1.68860537e-02 -1.00377221e-01 1.51372997e-05 2.65315106e-05 3.05261054e-07 1.00000000e+00 -8.88357738e-01 1.62318384e+00 -8.88407978e-01 1.62327546e+00 -8.88301508e-01 1.62307981e+00 -8.88351750e-01 1.62317143e+00
2.10000000e+01 1.32795225e-05 1.68906210e-02 -1.00377025e-01 1.68915493e-05 2.99737688e-05 3.32854189e-07 9.99999999e-01 -8.88379523e-01 1.62317924e+00 -8.88436239e-01 1.62328272e+00 -8.88316775e-01 1.62306314e+00 -8.88373493e-01 1.62316663e+00
2.20000000e+01 1.48000120e-05 1.68951884e-02 -1.00376830e-01 1.86457988e-05 3.34160271e-05 3.60447323e-07 9.99999999e-01 -8.88401308e-01 1.62317463e+00 -8.88464501e-01 1.62328998e+00 -8.88332042e-01 1.62304648e+00 -8.88395237e-01 1.62316183e+00
2.30000000e+01 1.63205014e-05 1.68997557e-02 -1.00376634e-01 2.04000483e-05 3.68582854e-05 3.88040458e-07 9.99999999e-01 -8.88423093e-01 1.62317003e+00 -8.88492762e-01 1.62329724e+00 -8.88347309e-01 1.62302982e+00 -8.88416980e-01 1.62315704e+00
2.40000000e+01 1.78409908e-05 1.69043231e-02 -1.00376438e-01 2.21542978e-05 4.03005437e-05 4.15633592e-07 9.99999999e-01 -8.88444878e-01 1.62316542e+00 -8.88521023e-01 1.62330450e+00 -8.88362576e-01 1.62301316e+00 -8.88438724e-01 1.62315224e+00
2.50000000e+01 1.93614822e-05 1.69088904e-02 -1.00376242e-01 2.39085502e-05 4.37428064e-05 4.43226738e-07 9.99999999e-01 -8.88466663e-01 1.62316082e+00 -8.88549284e-01 1.62331175e+00 -8.88377843e-01 1.62299650e+00 -8.88460467e-01 1.62314744e+00
2.60000000e+01 2.12268200e-05 1.69147218e-02 -1.00376048e-01 2.61738068e-05 4.79687158e-05 4.72825290e-07 9.99999998e-01 -8.88494997e-01 1.62315580e+00 -8.88585558e-01 1.62332129e+00 -8.88397757e-01 1.62297591e+00 -8.88488323e-01 1.62314141e+00
2.70000000e+01 2.30921578e-05 1.69205531e-02 -1.00375853e-01 2.84390633e-05 5.21946253e-05 5.02423841e-07 9.99999998e-01 -8.88523330e-01 1.62315078e+00 -8.88621831e-01 1.62333083e+00 -8.88417672e-01 1.62295532e+00 -8.88516178e-01 1.62313538e+00
2.80000000e+01 2.49574957e-05 1.69263844e-02 -1.00375659e-01 3.07043198e-05 5.64205347e-05 5.32022393e-07 9.99999998e-01 -8.88551664e-01 1.62314575e+00 -8.88658104e-01 1.62334036e+00 -8.88437587e-01 1.62293473e+00 -8.88544033e-01 1.62312935e+00
2.90000000e+01 2.68228335e-05 1.69322158e-02 -1.00375465e-01 3.29695763e-05 6.06464441e-05 5.61620944e-07 9.99999998e-01 -8.88579998e-01 1.62314073e+00 -8.88694377e-01 1.62334990e+00 -8.88457502e-01 1.62291414e+00 -8.88571888e-01 1.62312332e+00
