0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
2.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
3.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
4.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
5.00000000e+00 6.63866967e-10 2.44995646e-10 2.01215992e-10
6.00000000e+00 5.35937874e-04 1.97784273e-04 1.62441086e-04
7.00000000e+00 1.07187508e-03 3.95568301e-04 3.24881971e-04
8.00000000e+00 1.60781230e-03 5.93352329e-04 4.87322856e-04
9.00000000e+00 2.14374951e-03 7.91136357e-04 6.49763740e-04
1.00000000e+01 2.67968677e-03 9.88920372e-04 8.12204610e-04
1.10000000e+01 3.23917586e-03 1.18141920e-03 9.68438860e-04
1.20000000e+01 3.79866494e-03 1.37391804e-03 1.12467311e-03
1.30000000e+01 4.35815402e-03 1.56641687e-03 1.28090736e-03
1.40000000e+01 4.91764311e-03 1.75891570e-03 1.43714161e-03
1.50000000e+01 5.47713228e-03 1.95141452e-03 1.59337582e-03
1.60000000e+01 6.06184963e-03 2.13879409e-03 1.73921939e-03
1.70000000e+01 6.64656697e-03 2.32617365e-03 1.88506295e-03
1.80000000e+01 7.23128432e-03 2.51355322e-03 2.03090652e-03
1.90000000e+01 7.81600167e-03 2.70093279e-03 2.17675009e-03
2.00000000e+01 8.40071914e-03 2.88831234e-03 2.32259358e-03
2.10000000e+01 9.01083873e-03 3.07073745e-03 2.45432332e-03
2.20000000e+01 9.62095832e-03 3.25316256e-03 2.58605305e-03
2.30000000e+01 1.02310779e-02 3.43558767e-03 2.71778278e-03
2.40000000e+01 1.08411975e-02 3.61801277e-03 2.84951251e-03
2.50000000e+01 1.14513172e-02 3.80043785e-03 2.98124214e-03
2.60000000e+01 1.20867588e-02 3.97794823e-03 3.09629879e-03
2.70000000e+01 1.27222003e-02 4.15545861e-03 3.21135544e-03
2.80000000e+01 1.33576418e-02 4.33296899e-03 3.32641210e-03
2.90000000e+01 1.39930834e-02 4.51047937e-03 3.44146875e-03
3.00000000e+01 1.46285251e-02 4.68798971e-03 3.55652527e-03
3.10000000e+01 1.52889053e-02 4.86040107e-03 3.65394890e-03
3.20000000e+01 1.59492854e-02 5.03281242e-03 3.75137254e-03
3.30000000e+01 1.66096656e-02 5.20522377e-03 3.84879617e-03
3.40000000e+01 1.72700458e-02 5.37763513e-03 3.94621981e-03
3.50000000e+01 1.79304262e-02 5.55004643e-03 4.04364328e-03
3.60000000e+01 1.86154643e-02 5.71729350e-03 4.12390345e-03
3.70000000e+01 1.93005024e-02 5.88454057e-03 4.20416362e-03
3.80000000e+01 1.99855405e-02 6.05178764e-03 4.28442378e-03
3.90000000e+01 2.06705786e-02 6.21903471e-03 4.36468395e-03
4.00000000e+01 2.13556170e-02 6.38628172e-03 4.44494395e-03
4.10000000e+01 2.20650761e-02 6.54834712e-03 4.50950465e-03
4.20000000e+01 2.27745353e-02 6.71041252e-03 4.57406534e-03
4.30000000e+01 2.34839944e-02 6.87247791e-03 4.63862604e-03
4.40000000e+01 2.41934536e-02 7.03454331e-03 4.70318673e-03
4.50000000e+01 2.49029130e-02 7.19660865e-03 4.76774726e-03
4.60000000e+01 2.56365578e-02 7.35348670e-03 4.81862142e-03
4.70000000e+01 2.63702026e-02 7.51036474e-03 4.86949557e-03
4.80000000e+01 2.71038475e-02 7.66724279e-03 4.92036972e-03
4.90000000e+01 2.78374923e-02 7.82412084e-03 4.97124388e-03
5.00000000e+01 2.85711374e-02 7.98099882e-03 5.02211788e-03
5.10000000e+01 2.93287201e-02 8.13268436e-03 5.06150790e-03
5.20000000e+01 3.00863029e-02 8.28436990e-03 5.10089792e-03
5.30000000e+01 3.08438856e-02 8.43605545e-03 5.14028793e-03
5.40000000e+01 3.16014683e-02 8.58774099e-03 5.17967795e-03
5.50000000e+01 3.23590514e-02 8.73942646e-03 5.21906783e-03
5.60000000e+01 3.31403085e-02 8.88591182e-03 5.24911788e-03
5.70000000e+01 3.39215655e-02 9.03239719e-03 5.27916793e-03
5.80000000e+01 3.47028226e-02 9.17888255e-03 5.30921798e-03
5.90000000e+01 3.54840796e-02 9.32536792e-03 5.33926803e-03
6.00000000e+01 3.62653371e-02 9.47185320e-03 5.36931796e-03
6.10000000e+01 3.70699888e-02 9.61312755e-03 5.39196778e-03
6.20000000e+01 3.78746405e-02 9.75440190e-03 5.41461761e-03
6.30000000e+01 3.86792922e-02 9.89567624e-03 5.43726743e-03
6.40000000e+01 3.94839439e-02 1.00369506e-02 5.45991725e-03
6.50000000e+01 4.02885960e-02 1.01782248e-02 5.48256697e-03
6.60000000e+01 4.11163473e-02 1.03142743e-02 5.49948348e-03
6.70000000e+01 4.19440985e-02 1.04503238e-02 5.51640000e-03
6.80000000e+01 4.27718498e-02 1.05863733e-02 5.53331652e-03
6.90000000e+01 4.35996011e-02 1.07224228e-02 5.55023303e-03
7.00000000e+01 4.44273527e-02 1.08584722e-02 5.56714946e-03
7.10000000e+01 4.52778937e-02 1.09892804e-02 5.57971124e-03
7.20000000e+01 4.61284347e-02 1.11200886e-02 5.59227301e-03
7.30000000e+01 4.69789756e-02 1.12508969e-02 5.60483479e-03
7.40000000e+01 4.78295166e-02 1.13817051e-02 5.61739656e-03
7.50000000e+01 4.86800580e-02 1.15125132e-02 5.62995827e-03
7.60000000e+01 4.95530647e-02 1.16380617e-02 5.63927176e-03
7.70000000e+01 5.04260714e-02 1.17636102e-02 5.64858525e-03
7.80000000e+01 5.12990781e-02 1.18891587e-02 5.65789874e-03
7.90000000e+01 5.21720849e-02 1.20147072e-02 5.66721223e-03
8.00000000e+01 5.30450921e-02 1.21402556e-02 5.67652567e-03
8.10000000e+01 5.39402270e-02 1.22605247e-02 5.68345779e-03
8.20000000e+01 5.48353618e-02 1.23807938e-02 5.69038990e-03
8.30000000e+01 5.57304967e-02 1.25010629e-02 5.69732202e-03
8.40000000e+01 5.66256316e-02 1.26213319e-02 5.70425414e-03
8.50000000e+01 5.75207670e-02 1.27416009e-02 5.71118622e-03
8.60000000e+01 5.84376791e-02 1.28565703e-02 5.71640283e-03
8.70000000e+01 5.93545912e-02 1.29715396e-02 5.72161945e-03
8.80000000e+01 6.02715032e-02 1.30865090e-02 5.72683607e-03
8.90000000e+01 6.11884153e-02 1.32014784e-02 5.73205269e-03
9.00000000e+01 6.21053279e-02 1.33164476e-02 5.73726927e-03
