0.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
1.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
2.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
3.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
4.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
5.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
6.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
7.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
8.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
9.000000000000000000e+00 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
1.000000000000000000e+01 1.026510980901196302e-02 3.632750323604503999e-03 2.654532024033024462e-01 1.020122031843893537e-02 3.643620381374748380e-03 2.653419758123614636e-01 1.027179308473235957e-02 3.502636182440161880e-03 2.372008914716015604e-01 1.020543052349224579e-02 3.513334258909265023e-03 2.370890865269620895e-01
1.100000000000000000e+01 1.029235400902963823e-02 3.636580817682578699e-03 2.654601139040928537e-01 1.022840626197797122e-02 3.647421351926781203e-03 2.653486788059619128e-01 1.029898576941411410e-02 3.506418938707372111e-03 2.371896089404853525e-01 1.023263795230464762e-02 3.517094294847400958e-03 2.370776048396018854e-01
1.200000000000000000e+01 1.031959820904731345e-02 3.640411311760653398e-03 2.654670254048833167e-01 1.025559220551700880e-02 3.651222322478814460e-03 2.653553817995623620e-01 1.032617845409586864e-02 3.510201694974582343e-03 2.371783264093691723e-01 1.025984538111704772e-02 3.520854330785537327e-03 2.370661231522416534e-01
1.300000000000000000e+01 1.034684240906499041e-02 3.644241805838728098e-03 2.654739369056737242e-01 1.028277814905604465e-02 3.655023293030847283e-03 2.653620847931628113e-01 1.035337113877762318e-02 3.513984451241792574e-03 2.371670438782529644e-01 1.028705280992944955e-02 3.524614366723673262e-03 2.370546414648814493e-01
1.400000000000000000e+01 1.037408660908266562e-02 3.648072299916802798e-03 2.654808484064641316e-01 1.030996409259508223e-02 3.658824263582880539e-03 2.653687877867632605e-01 1.038056382345937771e-02 3.517767207509002805e-03 2.371557613471367565e-01 1.031426023874184965e-02 3.528374402661809198e-03 2.370431597775212451e-01
1.500000000000000000e+01 1.040133080910034084e-02 3.651902793994877064e-03 2.654877599072545391e-01 1.033715003613411808e-02 3.662625234134913362e-03 2.653754907803637098e-01 1.040775650814113225e-02 3.521549963776213037e-03 2.371444788160205763e-01 1.034146766755425148e-02 3.532134438599945133e-03 2.370316780901610410e-01
1.600000000000000000e+01 1.042857500911801606e-02 3.655733288072951764e-03 2.654946714080450021e-01 1.036433597967315566e-02 3.666426204686946185e-03 2.653821937739642145e-01 1.043494919282288852e-02 3.525332720043423702e-03 2.371331962849043684e-01 1.036867509636665331e-02 3.535894474538081502e-03 2.370201964028008090e-01
1.700000000000000000e+01 1.045581920913569128e-02 3.659563782151026463e-03 2.655015829088354096e-01 1.039152192321219324e-02 3.670227175238979442e-03 2.653888967675646637e-01 1.046214187750464306e-02 3.529115476310633933e-03 2.371219137537881605e-01 1.039588252517905341e-02 3.539654510476217437e-03 2.370087147154406049e-01
