0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
2.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
3.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
4.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
5.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
6.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
7.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
8.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
9.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1.00000000e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1.10000000e+01 4.07091829e-04 2.53468657e-04 2.58373575e-05 -1.15214930e-03 -2.47039676e-04 -2.44487097e-06 2.44822454e-03 -6.71374883e-04 9.88984455e-04 2.14510339e-03 2.75665593e-03 -1.15709873e-03 1.16675809e-03 1.65381434e-03
1.20000000e+01 8.14183658e-04 5.06937315e-04 5.16747149e-05 -2.30429860e-03 -4.94079353e-04 -4.88974193e-06 4.89644908e-03 -1.34274977e-03 1.97796891e-03 4.29020679e-03 5.51331187e-03 -2.31419747e-03 2.33351619e-03 3.30762868e-03
1.30000000e+01 1.22127549e-03 7.60405972e-04 7.75120724e-05 -3.45644790e-03 -7.41119029e-04 -7.33461290e-06 7.34467362e-03 -2.01412465e-03 2.96695336e-03 6.43531018e-03 8.26996780e-03 -3.47129620e-03 3.50027428e-03 4.96144301e-03
1.40000000e+01 1.62836732e-03 1.01387463e-03 1.03349430e-04 -4.60859720e-03 -9.88158705e-04 -9.77948386e-06 9.79289816e-03 -2.68549953e-03 3.95593782e-03 8.58041358e-03 1.10266237e-02 -4.62839494e-03 4.66703237e-03 6.61525735e-03
1.50000000e+01 2.03545914e-03 1.26734329e-03 1.29186787e-04 -5.76074650e-03 -1.23519838e-03 -1.22243548e-05 1.22411227e-02 -3.35687442e-03 4.94492227e-03 1.07255170e-02 1.37832797e-02 -5.78549367e-03 5.83379047e-03 8.26907169e-03
1.60000000e+01 2.44255097e-03 1.52081194e-03 1.55024145e-04 -6.91289580e-03 -1.48223806e-03 -1.46692258e-05 1.46893472e-02 -4.02824930e-03 5.93390673e-03 1.28706204e-02 1.65399356e-02 -6.94259241e-03 7.00054856e-03 9.92288603e-03
1.70000000e+01 2.84964280e-03 1.77428060e-03 1.80861502e-04 -8.06504510e-03 -1.72927773e-03 -1.71140968e-05 1.71375718e-02 -4.69962418e-03 6.92289118e-03 1.50157238e-02 1.92965915e-02 -8.09969114e-03 8.16730665e-03 1.15767004e-02
